Segment_ID,Phrase,clip,ID,clean_text,clean_text2,y,y_pred,confusion
AB1PbMaW03s9,"The program will basically turn on USB power to the Arduino, send some commands, and then turn off power.",9,AB1PbMaW03s,the program will basically turn on usb power to the arduino send some commands and then turn off power,program basically turn usb power arduino send command turn power,0,0,0
16752110, It wasn't just your typical like you know terrorist then you know cop comes in and saves the day,10,167521, it wasnt just your typical like you know terrorist then you know cop comes in and saves the day,wasnt typical like know terrorist know cop come save day,0,-1,1
1362156, The girl she's a detective and (umm) and she's really good,6,136215, the girl shes a detective and umm and shes really good,girl shes detective umm shes really good,0,-1,1
8eaYvALnJ0o2,You can get almost any look you want with Western Red Cedar siding.,2,8eaYvALnJ0o,you can get almost any look you want with western red cedar siding,get almost look want western red cedar siding,1,0,1
R0o37yJ1PP08,Or we saw last time that we could use the getitem function instead of the square brackets in order to do element selection.,8,R0o37yJ1PP0,or we saw last time that we could use the getitem function instead of the square brackets in order to do element selection,saw last time could use getitem function instead square bracket order element selection,0,1,1
2246315," You have behind-the-scenes documentaries, cast and crew commentary, music only audio track, follow the white rabbit and take the red pills for more mysteries, mind bending extras",5,224631, you have behindthescenes documentaries cast and crew commentary music only audio track follow the white rabbit and take the red pills for more mysteries mind bending extras,behindthescenes documentary cast crew commentary music audio track follow white rabbit take red pill mystery mind bending extra,0,0,0
JNt1k3ohkbs3,And Amy did what any of us would: She filmed it,3,JNt1k3ohkbs,and amy did what any of us would she filmed it,amy u would filmed,0,-1,1
0AA-wmk8WdA10,And I think we need to adjust to that as well as a company.,10,0AA-wmk8WdA,and i think we need to adjust to that as well as a company,think need adjust well company,1,1,0
3FpmKxZgihw5,"And as an entrepreneur, what you have to decide is when the investor's vision is slightly different, are you going to adjust?",5,3FpmKxZgihw,and as an entrepreneur what you have to decide is when the investors vision is slightly different are you going to adjust,entrepreneur decide investor vision slightly different going adjust,1,1,0
2731715, And that was basically his career,5,273171, and that was basically his career,basically career,0,0,0
2839352," This movie is, this movie is PG thirteen, thirteen, yes (umm) (uhh) This is starring touched, no (stutter) that's not him I'm sorry (uhh) it is (uhh) brought to you by Jerry Bruckheimer Films and Touchstone Pictures",2,283935, this movie is this movie is pg thirteen thirteen yes umm uhh this is starring touched no stutter thats not him im sorry uhh it is uhh brought to you by jerry bruckheimer films and touchstone pictures,movie movie pg thirteen thirteen yes umm uhh starring touched stutter thats im sorry uhh uhh brought jerry bruckheimer film touchstone picture,0,-1,1
24731811," (umm) Perhaps you know, (stutters) two out of five instead of one out of five because I did laugh sometimes",11,247318, umm perhaps you know stutters two out of five instead of one out of five because i did laugh sometimes,umm perhaps know stutter two five instead one five laugh sometimes,0,-1,1
2331716," (umm) Really disappointing, (uhh) two on five again and (uhh) you know if you're really big (stutter) fan of sci-fi these kind of movies go to theaters otherwise you know just wait and maybe watch it on DVD later on",6,233171, umm really disappointing uhh two on five again and uhh you know if youre really big stutter fan of scifi these kind of movies go to theaters otherwise you know just wait and maybe watch it on dvd later on,umm really disappointing uhh two five uhh know youre really big stutter fan scifi kind movie go theater otherwise know wait maybe watch dvd later,-1,-1,0
3272836, It was such an amazing movie,6,327283, it was such an amazing movie,amazing movie,1,1,0
9498311," You could probably get it for under five dollars now, since it's so old and so bad",11,94983, you could probably get it for under five dollars now since its so old and so bad,could probably get five dollar since old bad,-1,-1,0
Fmwc7wkIc4Q6," So, you won’t want to set your price the lower the market price either",6,Fmwc7wkIc4Q, so you won’t want to set your price the lower the market price either,’ want set price lower market price either,0,0,0
2742193, It branches off in a way,3,274219, it branches off in a way,branch way,0,1,1
1214005," It has Sean Connery in it, {laugh} which is probably the biggest name in here",5,121400, it has sean connery in it laugh which is probably the biggest name in here,sean connery laugh probably biggest name,0,0,0
102238," So, if you're a die hard fan and you wanna xxx and if you just want to watch everything in Wolf's Rain Wolf's Rain (stutter) (uhh) then you can get it but I wouldn't recommend it",8,10223, so if youre a die hard fan and you wanna xxx and if you just want to watch everything in wolfs rain wolfs rain stutter uhh then you can get it but i wouldnt recommend it,youre die hard fan wan na xxx want watch everything wolf rain wolf rain stutter uhh get wouldnt recommend,-1,-1,0
OKSx1zxHGpQ13," And they will say well, how does that work then? And you would say, �well one we help customer lose X amount of weight in X amount of time",13,OKSx1zxHGpQ, and they will say well how does that work then and you would say �well one we help customer lose x amount of weight in x amount of time,say well work would say �well one help customer lose x amount weight x amount time,1,1,0
